doc_id,file_path,title,source_url,retrieved_at,document_version,license_or_permission
77243,data\shopee-ecommerce\77243.md,ĐIỀU KHOẢN DỊCH VỤ | Shopee Trung tâm trợ giúp,https://help.shopee.vn/portal/4/article/77243,2026-09-20,not-stated,public-source
77245,data\shopee-ecommerce\77245.md,QUY CHẾ HOẠT ĐỘNG SÀN THƯƠNG MẠI ĐIỆN TỬ SHOPEE.VN | Shopee Trung tâm trợ giúp,https://help.shopee.vn/portal/4/article/77245,2026-09-20,not-stated,public-source
77246,data\shopee-ecommerce\77246.md,QUY ĐỊNH VỀ ĐĂNG BÁN SẢN PHẨM TRÊN SHOPEE | Shopee Trung tâm trợ giúp,https://help.shopee.vn/portal/4/article/77246,2026-09-20,not-stated,public-source
77250,data\shopee-ecommerce\77250.md,CHÍNH SÁCH VẬN CHUYỂN SHOPEE | Shopee Trung tâm trợ giúp,https://help.shopee.vn/portal/4/article/77250,2026-09-20,not-stated,public-source
77251,data\shopee-ecommerce\77251.md,CHÍNH SÁCH TRẢ HÀNG VÀ HOÀN TIỀN | Shopee Trung tâm trợ giúp,https://help.shopee.vn/portal/4/article/77251,2026-09-20,not-stated,public-source
77262,data\shopee-ecommerce\77262.md,Điều Khoản Dịch Vụ của Shopee Mall | Shopee Trung tâm trợ giúp,https://help.shopee.vn/portal/4/article/77262,2026-09-20,not-stated,public-source
77265,data\shopee-ecommerce\77265.md,QUY TRÌNH GIẢI QUYẾT TRANH CHẤP/ XỬ LÝ KHIẾU NẠI | Shopee Trung tâm trợ giúp,https://help.shopee.vn/portal/4/article/77265,2026-09-20,not-stated,public-source
